customer_Id,DOB,Gender,city_code,,
272018,9/6/1970,F,6,,
272186,9/6/1970,M,10,,
273708,9/7/1970,F,7,,
269449,9/8/1970,M,6,,
267490,9/9/1970,F,4,,
268709,9/9/1970,F,,,
269676,9/10/1970,M,8,,
266959,9/13/1970,F,1,,
272408,9/13/1970,M,6,,
271177,9/14/1970,F,5,,
274180,9/14/1970,M,6,,
267613,9/15/1970,M,3,,
270748,9/17/1970,M,5,,
274682,9/19/1970,M,10,,
266822,9/20/1970,F,9,,
272017,9/22/1970,M,8,,
267424,9/22/1970,M,7,,
272402,9/23/1970,F,10,,
274194,9/24/1970,M,5,,
274232,9/26/1970,F,5,,
272777,9/29/1970,M,7,,
273372,9/29/1970,F,1,,
270181,10/1/1970,F,2,,
271066,10/5/1970,M,8,,
267819,10/5/1970,F,9,,
270047,10/6/1970,M,1,,
274128,10/6/1970,M,10,,
272495,10/7/1970,M,8,,
267536,10/9/1970,M,3,,
271286,10/9/1970,M,1,,
272212,10/12/1970,M,4,,
272784,10/14/1970,F,8,,
270619,10/16/1970,M,6,,
274865,10/18/1970,F,8,,
273705,10/20/1970,M,5,,
268772,10/20/1970,F,3,,
266972,10/21/1970,M,7,,
269235,10/22/1970,F,4,,
270938,10/23/1970,F,9,,
271959,10/26/1970,M,9,,
272168,10/26/1970,M,2,,
271587,10/27/1970,F,10,,
273929,10/28/1970,M,5,,
268697,10/29/1970,F,1,,
268073,11/1/1970,M,1,,
268313,11/6/1970,F,8,,
272926,11/7/1970,F,4,,
273517,11/9/1970,M,5,,
269919,11/10/1970,M,1,,
267396,11/13/1970,M,9,,
272922,11/14/1970,F,7,,
268481,11/15/1970,F,3,,
268084,11/18/1970,M,1,,
274493,11/19/1970,M,5,,
273222,11/19/1970,M,6,,
270316,11/19/1970,M,4,,
270945,11/23/1970,M,1,,
275123,11/23/1970,M,9,,
267589,11/24/1970,F,9,,
269243,11/25/1970,F,7,,
273122,11/28/1970,M,4,,
274486,11/29/1970,M,9,,
266895,12/3/1970,M,4,,
269271,12/5/1970,F,5,,
275014,12/8/1970,M,4,,
268365,12/9/1970,M,5,,
268312,12/10/1970,F,9,,
267959,12/10/1970,M,6,,
268998,12/10/1970,F,7,,
273169,12/12/1970,F,3,,
273664,12/13/1970,M,6,,
267851,12/13/1970,M,3,,
268636,12/15/1970,M,4,,
269458,12/16/1970,F,10,,
269867,12/17/1970,F,1,,
270218,12/18/1970,F,8,,
272117,12/19/1970,M,10,,
268282,12/22/1970,F,1,,
268578,12/24/1970,M,7,,
270768,12/27/1970,M,10,,
274101,1/2/1971,M,1,,
270120,1/2/1971,F,9,,
272497,1/3/1971,M,10,,
273545,1/3/1971,M,3,,
268670,1/4/1971,M,9,,
267350,1/4/1971,F,9,,
271485,1/5/1971,M,10,,
268909,1/5/1971,M,2,,
268099,1/9/1971,M,5,,
269574,1/14/1971,F,5,,
273602,1/15/1971,M,2,,
267558,1/17/1971,M,6,,
271776,1/22/1971,F,10,,
272992,1/22/1971,F,1,,
274215,1/23/1971,M,8,,
272536,1/28/1971,M,2,,
269715,2/1/1971,M,10,,
274913,2/2/1971,M,8,,
271323,2/2/1971,M,1,,
270252,2/3/1971,M,5,,
267101,2/3/1971,M,8,,
273868,2/8/1971,M,2,,
275190,2/11/1971,M,6,,
272418,2/13/1971,F,6,,
270738,2/14/1971,F,1,,
272874,2/15/1971,F,1,,
270427,2/15/1971,F,5,,
271975,2/16/1971,M,2,,
269139,2/20/1971,M,3,,
268813,2/21/1971,M,7,,
269091,2/23/1971,F,10,,
268583,2/23/1971,F,8,,
270534,2/24/1971,M,7,,
274978,2/26/1971,M,9,,
270393,2/26/1971,F,1,,
266794,2/28/1971,F,9,,
266886,2/28/1971,M,1,,
272162,3/7/1971,F,5,,
269764,3/8/1971,M,5,,
275148,3/9/1971,F,4,,
268108,3/9/1971,M,7,,
268347,3/11/1971,M,6,,
273618,3/11/1971,F,9,,
272016,3/12/1971,F,7,,
274562,3/12/1971,M,6,,
270921,3/14/1971,F,7,,
270770,3/15/1971,M,5,,
275172,3/16/1971,F,1,,
270711,3/17/1971,F,7,,
268581,3/17/1971,F,9,,
274073,3/18/1971,M,10,,
272009,3/19/1971,M,8,,
267346,3/19/1971,M,7,,
274839,3/19/1971,F,7,,
267269,3/21/1971,F,4,,
274441,3/22/1971,M,1,,
272940,3/25/1971,F,1,,
274807,3/28/1971,F,7,,
267240,3/29/1971,M,6,,
271684,4/5/1971,M,4,,
273146,4/6/1971,M,5,,
267995,4/6/1971,M,4,,
270036,4/6/1971,M,8,,
269473,4/7/1971,M,4,,
269756,4/7/1971,M,3,,
273456,4/8/1971,M,6,,
266854,4/9/1971,M,5,,
268698,4/10/1971,M,5,,
275108,4/11/1971,F,8,,
268346,4/11/1971,F,7,,
268500,4/13/1971,F,7,,
267228,4/14/1971,F,6,,
268657,4/18/1971,F,8,,
267032,4/21/1971,F,4,,
268342,4/21/1971,M,7,,
271489,4/21/1971,M,9,,
267078,4/22/1971,M,5,,
267463,4/22/1971,F,4,,
274960,4/24/1971,F,9,,
273358,4/25/1971,F,8,,
267098,4/27/1971,F,9,,
273781,4/28/1971,F,3,,
272037,4/29/1971,F,7,,
270631,5/3/1971,F,8,,
272672,5/5/1971,F,10,,
268301,5/6/1971,F,1,,
268200,5/6/1971,F,1,,
271445,5/7/1971,F,3,,
274549,5/13/1971,M,1,,
269245,5/20/1971,M,4,,
268263,5/20/1971,F,1,,
270478,5/20/1971,F,7,,
272729,5/21/1971,F,2,,
272839,5/22/1971,F,8,,
270150,5/22/1971,F,8,,
273963,5/24/1971,F,7,,
269844,5/25/1971,F,9,,
275174,5/27/1971,F,10,,
266931,5/29/1971,F,4,,
268744,6/2/1971,F,2,,
269218,6/4/1971,M,8,,
274551,6/5/1971,M,3,,
274412,6/6/1971,F,4,,
271345,6/7/1971,F,8,,
267914,6/8/1971,M,8,,
274927,6/10/1971,M,3,,
274279,6/11/1971,M,2,,
274632,6/13/1971,F,3,,
273397,6/14/1971,F,5,,
274406,6/15/1971,F,1,,
267849,6/17/1971,F,3,,
271331,6/18/1971,F,9,,
274662,6/20/1971,M,7,,
271827,6/21/1971,M,3,,
270119,6/23/1971,F,2,,
267452,6/24/1971,F,5,,
267395,6/24/1971,M,6,,
271915,6/24/1971,F,7,,
272098,6/25/1971,F,4,,
267001,6/27/1971,F,6,,
268363,6/29/1971,M,10,,
268840,6/29/1971,M,8,,
270586,6/29/1971,M,2,,
267512,7/1/1971,F,7,,
267818,7/3/1971,M,2,,
267852,7/6/1971,F,9,,
267639,7/6/1971,M,8,,
273527,7/7/1971,F,2,,
273986,7/9/1971,M,9,,
268786,7/9/1971,F,10,,
270451,7/10/1971,F,10,,
267658,7/11/1971,F,5,,
270818,7/14/1971,F,1,,
274663,7/15/1971,F,1,,
270378,7/18/1971,F,2,,
273445,7/18/1971,M,2,,
270922,7/21/1971,F,7,,
274504,7/24/1971,F,5,,
274295,7/25/1971,F,1,,
267815,7/26/1971,F,10,,
268385,7/27/1971,M,4,,
269058,7/29/1971,M,8,,
273997,7/29/1971,M,3,,
269035,7/29/1971,M,2,,
267618,8/1/1971,M,2,,
267359,8/1/1971,M,1,,
271900,8/2/1971,M,9,,
267742,8/3/1971,M,5,,
270002,8/4/1971,M,7,,
273807,8/5/1971,M,9,,
274818,8/5/1971,M,4,,
269357,8/7/1971,M,9,,
269244,8/8/1971,F,8,,
274177,8/8/1971,M,5,,
273563,8/10/1971,F,6,,
271027,8/13/1971,M,8,,
271122,8/16/1971,M,2,,
268700,8/18/1971,F,3,,
275104,8/18/1971,M,3,,
271863,8/19/1971,M,1,,
271784,8/22/1971,M,3,,
274488,8/24/1971,M,7,,
273518,8/25/1971,F,8,,
271636,8/29/1971,M,9,,
272594,9/2/1971,M,10,,
275023,9/3/1971,M,6,,
271019,9/3/1971,F,5,,
274837,9/6/1971,F,3,,
273924,9/7/1971,F,7,,
268453,9/9/1971,M,3,,
267545,9/10/1971,M,8,,
273036,9/11/1971,F,2,,
273647,9/12/1971,M,7,,
270154,9/16/1971,F,4,,
274268,9/21/1971,M,9,,
272126,10/1/1971,M,9,,
274990,10/1/1971,M,9,,
269471,10/1/1971,F,2,,
271718,10/3/1971,F,6,,
271651,10/4/1971,F,1,,
274092,10/5/1971,M,9,,
268629,10/7/1971,F,9,,
274084,10/7/1971,F,5,,
270259,10/7/1971,M,5,,
268916,10/8/1971,F,6,,
274522,10/11/1971,M,7,,
272192,10/12/1971,F,3,,
267855,10/12/1971,F,7,,
270861,10/14/1971,M,4,,
271679,10/15/1971,F,5,,
268021,10/18/1971,F,10,,
272062,10/19/1971,F,5,,
274629,10/20/1971,M,5,,
273502,10/21/1971,M,3,,
275033,10/21/1971,F,10,,
270254,10/24/1971,F,7,,
267621,10/26/1971,F,7,,
272082,10/27/1971,M,5,,
274802,10/28/1971,F,9,,
270080,11/1/1971,M,8,,
274669,11/1/1971,F,9,,
271905,11/3/1971,F,2,,
267976,11/3/1971,F,10,,
269658,11/4/1971,F,6,,
274008,11/5/1971,M,6,,
269935,11/5/1971,F,4,,
273383,11/6/1971,F,6,,
270764,11/7/1971,M,1,,
268197,11/7/1971,M,3,,
271492,11/7/1971,F,5,,
267634,11/7/1971,M,5,,
270203,11/9/1971,M,4,,
267807,11/9/1971,M,7,,
274517,11/11/1971,F,10,,
271944,11/12/1971,F,5,,
272767,11/13/1971,M,8,,
269031,11/14/1971,F,10,,
268708,11/15/1971,F,5,,
274299,11/19/1971,F,7,,
270308,11/19/1971,F,9,,
268074,11/21/1971,M,5,,
274773,11/21/1971,M,8,,
270977,11/22/1971,F,5,,
270003,11/22/1971,M,5,,
270197,11/24/1971,M,3,,
269396,11/25/1971,M,3,,
272707,11/25/1971,F,8,,
273849,11/28/1971,M,8,,
275098,11/29/1971,F,2,,
268959,11/29/1971,F,3,,
275111,12/1/1971,M,8,,
269315,12/8/1971,M,2,,
272893,12/8/1971,M,10,,
272094,12/8/1971,F,7,,
273318,12/10/1971,F,4,,
271179,12/10/1971,F,5,,
272614,12/11/1971,F,8,,
271690,12/15/1971,F,8,,
271429,12/17/1971,F,5,,
267010,12/18/1971,F,4,,
274244,12/18/1971,M,2,,
271111,12/19/1971,M,2,,
267664,12/22/1971,F,10,,
274021,12/23/1971,F,9,,
273506,12/23/1971,M,3,,
274509,12/26/1971,F,10,,
269261,12/27/1971,F,7,,
272101,12/27/1971,M,3,,
272982,1/1/1972,F,10,,
271455,1/2/1972,F,9,,
275006,1/2/1972,M,2,,
275158,1/3/1972,M,3,,
270810,1/3/1972,F,1,,
269953,1/3/1972,M,8,,
268957,1/6/1972,M,2,,
274386,1/12/1972,M,6,,
270251,1/13/1972,M,4,,
269020,1/14/1972,M,4,,
272074,1/15/1972,F,10,,
270156,1/22/1972,M,6,,
271046,1/23/1972,F,4,,
273863,1/23/1972,F,6,,
269160,1/24/1972,F,1,,
274939,1/24/1972,F,5,,
275232,1/27/1972,M,10,,
270683,1/28/1972,F,5,,
274885,1/29/1972,F,1,,
267867,2/2/1972,M,3,,
273497,2/4/1972,M,2,,
272713,2/4/1972,F,7,,
274613,2/5/1972,M,9,,
272953,2/5/1972,M,1,,
267747,2/6/1972,M,5,,
270928,2/6/1972,M,2,,
268612,2/7/1972,F,4,,
267925,2/8/1972,M,4,,
269470,2/8/1972,M,4,,
272518,2/10/1972,F,9,,
268534,2/10/1972,M,9,,
268558,2/11/1972,F,4,,
272313,2/11/1972,F,5,,
272055,2/15/1972,M,4,,
273242,2/15/1972,F,3,,
273352,2/15/1972,F,5,,
268445,2/18/1972,M,6,,
271012,2/20/1972,F,10,,
274053,2/20/1972,F,5,,
274550,2/21/1972,M,7,,
270688,2/21/1972,F,2,,
270785,2/22/1972,M,2,,
270968,2/22/1972,F,5,,
274136,2/23/1972,F,1,,
274402,2/24/1972,M,7,,
270965,2/25/1972,M,2,,
269124,2/28/1972,M,3,,
269528,2/28/1972,M,7,,
269036,3/1/1972,F,2,,
274110,3/2/1972,M,5,,
268405,3/2/1972,F,4,,
273946,3/3/1972,M,1,,
270420,3/3/1972,F,6,,
267698,3/3/1972,M,7,,
273030,3/8/1972,F,3,,
269636,3/9/1972,F,2,,
267405,3/10/1972,F,2,,
267743,3/13/1972,M,10,,
272435,3/13/1972,F,7,,
273380,3/15/1972,F,8,,
270515,3/15/1972,M,6,,
271751,3/17/1972,F,8,,
271187,3/18/1972,F,1,,
267293,3/18/1972,M,2,,
273796,3/20/1972,M,5,,
267827,3/20/1972,F,7,,
272295,3/20/1972,M,6,,
270855,3/20/1972,M,7,,
266788,3/20/1972,F,2,,
271377,3/21/1972,M,7,,
274115,3/25/1972,F,2,,
271658,3/25/1972,F,10,,
268160,3/29/1972,M,7,,
269805,4/7/1972,F,6,,
271095,4/8/1972,M,3,,
274090,4/9/1972,F,10,,
271584,4/9/1972,M,9,,
272248,4/10/1972,M,7,,
272708,4/15/1972,M,10,,
268333,4/17/1972,F,8,,
271873,4/17/1972,M,1,,
272368,4/17/1972,M,3,,
274336,4/19/1972,M,10,,
274261,4/28/1972,M,4,,
272069,4/29/1972,F,8,,
267945,5/2/1972,M,1,,
274019,5/4/1972,M,6,,
270891,5/5/1972,F,6,,
273492,5/7/1972,F,7,,
270401,5/9/1972,F,8,,
274281,5/9/1972,F,5,,
269629,5/10/1972,M,6,,
272508,5/11/1972,M,9,,
268504,5/12/1972,M,6,,
269462,5/12/1972,F,6,,
273682,5/13/1972,F,8,,
271055,5/14/1972,M,3,,
273936,5/16/1972,F,9,,
273167,5/17/1972,M,9,,
270898,5/18/1972,M,3,,
272070,5/18/1972,F,10,,
272279,5/19/1972,M,9,,
270493,5/22/1972,M,9,,
273832,5/23/1972,M,8,,
271407,5/23/1972,F,2,,
274653,5/26/1972,M,8,,
270458,5/26/1972,M,2,,
268535,5/27/1972,F,4,,
272504,6/3/1972,M,3,,
269297,6/3/1972,M,6,,
274270,6/6/1972,F,1,,
272938,6/7/1972,M,8,,
269310,6/8/1972,M,4,,
271965,6/9/1972,M,4,,
272200,6/11/1972,M,4,,
273606,6/13/1972,F,10,,
273440,6/15/1972,M,9,,
271958,6/15/1972,F,9,,
266855,6/16/1972,M,10,,
273697,6/16/1972,F,1,,
273119,6/17/1972,F,9,,
273025,6/17/1972,F,6,,
269568,6/17/1972,M,2,,
267380,6/19/1972,F,4,,
275088,6/23/1972,F,2,,
269616,6/23/1972,F,8,,
272472,6/24/1972,F,5,,
269559,6/24/1972,M,1,,
268101,6/25/1972,M,3,,
270823,6/28/1972,M,5,,
273546,6/29/1972,F,9,,
270147,7/1/1972,F,6,,
268920,7/4/1972,M,1,,
273669,7/4/1972,F,9,,
268647,7/6/1972,M,9,,
274058,7/13/1972,F,10,,
273330,7/13/1972,M,1,,
268348,7/15/1972,M,5,,
272852,7/18/1972,F,10,,
273205,7/19/1972,M,2,,
269013,7/20/1972,M,1,,
267721,7/22/1972,F,9,,
273361,7/22/1972,F,8,,
269197,7/22/1972,M,8,,
267543,7/24/1972,F,7,,
274450,7/24/1972,F,9,,
270460,7/27/1972,M,5,,
275007,7/29/1972,M,4,,
271224,8/1/1972,F,9,,
271629,8/2/1972,F,5,,
272386,8/3/1972,M,2,,
273711,8/4/1972,M,4,,
268271,8/5/1972,M,3,,
275236,8/6/1972,F,2,,
267092,8/10/1972,F,7,,
275043,8/11/1972,M,4,,
273641,8/17/1972,F,2,,
273357,8/18/1972,F,9,,
271144,8/19/1972,F,2,,
274438,8/20/1972,F,6,,
270721,8/20/1972,M,1,,
274093,8/21/1972,M,2,,
273237,8/26/1972,M,3,,
270659,8/27/1972,M,10,,
267439,8/27/1972,M,1,,
268484,9/3/1972,F,9,,
269800,9/3/1972,F,6,,
274204,9/8/1972,F,1,,
270907,9/9/1972,F,1,,
273114,9/9/1972,F,8,,
273939,9/9/1972,F,9,,
273638,9/12/1972,M,8,,
270760,9/16/1972,F,8,,
269702,9/16/1972,M,6,,
267370,9/21/1972,M,4,,
273157,9/23/1972,F,3,,
268731,9/25/1972,M,8,,
268870,9/26/1972,F,7,,
266975,9/27/1972,M,4,,
274600,10/1/1972,M,1,,
270291,10/2/1972,M,8,,
269118,10/3/1972,F,6,,
274931,10/6/1972,M,10,,
270084,10/6/1972,F,4,,
271538,10/7/1972,F,5,,
272231,10/8/1972,F,5,,
273056,10/10/1972,F,3,,
271283,10/11/1972,M,2,,
268469,10/12/1972,F,10,,
267715,10/12/1972,F,7,,
274241,10/13/1972,F,9,,
274946,10/14/1972,M,4,,
273595,10/16/1972,M,3,,
271060,10/16/1972,M,4,,
274567,10/18/1972,M,2,,
268988,10/19/1972,M,6,,
273478,10/20/1972,F,3,,
267112,10/22/1972,M,7,,
270366,10/24/1972,M,3,,
267895,10/25/1972,F,10,,
272446,10/26/1972,F,7,,
272700,10/27/1972,M,6,,
272489,10/28/1972,F,6,,
275036,11/3/1972,M,5,,
267778,11/3/1972,F,7,,
271951,11/3/1972,F,4,,
275082,11/7/1972,M,9,,
273495,11/9/1972,M,6,,
268412,11/13/1972,F,4,,
267174,11/16/1972,M,1,,
266863,11/17/1972,M,6,,
267583,11/21/1972,M,4,,
270706,11/24/1972,M,1,,
273941,11/26/1972,F,8,,
269922,11/26/1972,M,5,,
267193,11/27/1972,M,1,,
269603,11/28/1972,M,4,,
273308,11/28/1972,M,1,,
267429,11/29/1972,F,2,,
271596,11/29/1972,F,9,,
271558,12/1/1972,M,6,,
271526,12/3/1972,F,4,,
271150,12/5/1972,F,8,,
269382,12/9/1972,F,1,,
267905,12/10/1972,F,9,,
272561,12/11/1972,M,8,,
273265,12/12/1972,F,5,,
272535,12/12/1972,F,4,,
268241,12/13/1972,M,5,,
274449,12/15/1972,M,4,,
267270,12/16/1972,M,2,,
274523,12/16/1972,F,8,,
272438,12/16/1972,M,9,,
269034,12/16/1972,M,10,,
273675,12/18/1972,M,7,,
267875,12/18/1972,F,8,,
268319,12/19/1972,M,10,,
272969,12/19/1972,M,5,,
272010,12/22/1972,F,5,,
268171,12/22/1972,M,3,,
268419,12/23/1972,F,3,,
268976,12/26/1972,M,4,,
267257,12/26/1972,M,4,,
269556,12/27/1972,M,5,,
271743,12/27/1972,F,3,,
269679,12/28/1972,M,4,,
274334,1/2/1973,M,5,,
274780,1/5/1973,M,6,,
274490,1/6/1973,F,4,,
272385,1/9/1973,M,2,,
272511,1/9/1973,F,5,,
273644,1/9/1973,F,3,,
272503,1/10/1973,M,8,,
267856,1/10/1973,F,10,,
270071,1/17/1973,F,5,,
268055,1/20/1973,M,5,,
270306,1/21/1973,M,1,,
271205,1/23/1973,M,7,,
275204,1/24/1973,F,1,,
270144,1/28/1973,F,5,,
269988,2/3/1973,M,6,,
269376,2/4/1973,F,8,,
274356,2/4/1973,F,9,,
273014,2/5/1973,M,4,,
273435,2/6/1973,M,5,,
268810,2/6/1973,F,6,,
273261,2/9/1973,F,9,,
274648,2/13/1973,M,8,,
268502,2/14/1973,F,6,,
272808,2/15/1973,M,6,,
272684,2/17/1973,F,6,,
267718,2/19/1973,F,9,,
272046,2/20/1973,M,5,,
272727,2/20/1973,M,3,,
273067,2/21/1973,F,5,,
272173,2/21/1973,M,8,,
272799,2/24/1973,F,6,,
269033,2/24/1973,M,6,,
267320,2/25/1973,M,3,,
269789,2/27/1973,F,2,,
269798,2/28/1973,F,4,,
269352,3/1/1973,F,3,,
268606,3/3/1973,F,1,,
271818,3/4/1973,M,7,,
269887,3/4/1973,M,2,,
270672,3/5/1973,M,2,,
272054,3/7/1973,M,1,,
274554,3/11/1973,F,7,,
274400,3/12/1973,M,8,,
274369,3/14/1973,F,9,,
274237,3/17/1973,M,10,,
275233,3/17/1973,M,5,,
270839,3/19/1973,M,5,,
269737,3/19/1973,M,6,,
271722,3/20/1973,M,6,,
275261,3/21/1973,F,10,,
275091,3/26/1973,F,2,,
267892,3/27/1973,F,4,,
273553,4/2/1973,M,3,,
268352,4/3/1973,F,8,,
274124,4/4/1973,F,1,,
268173,4/5/1973,M,8,,
267588,4/5/1973,M,8,,
266824,4/6/1973,M,7,,
270788,4/6/1973,M,4,,
273823,4/9/1973,M,9,,
272124,4/10/1973,F,8,,
271885,4/11/1973,F,3,,
267003,4/11/1973,M,5,,
268860,4/11/1973,F,4,,
271569,4/23/1973,F,3,,
271862,4/24/1973,M,8,,
271108,4/28/1973,M,10,,
274364,4/28/1973,M,10,,
269490,5/1/1973,M,5,,
274251,5/2/1973,M,5,,
266991,5/3/1973,M,5,,
267097,5/5/1973,M,2,,
270955,5/5/1973,M,1,,
272314,5/5/1973,M,1,,
268608,5/5/1973,M,8,,
270950,5/7/1973,F,6,,
273831,5/10/1973,M,5,,
269259,5/14/1973,F,7,,
272568,5/17/1973,F,10,,
272879,5/21/1973,M,5,,
273258,5/26/1973,M,8,,
269466,5/26/1973,F,6,,
267931,6/2/1973,F,10,,
275136,6/4/1973,M,4,,
268825,6/4/1973,M,6,,
275262,6/6/1973,M,10,,
268172,6/9/1973,M,1,,
274733,6/9/1973,M,10,,
267468,6/10/1973,M,4,,
267830,6/12/1973,M,8,,
272878,6/12/1973,F,10,,
274868,6/14/1973,F,2,,
268716,6/15/1973,M,2,,
273136,6/20/1973,M,4,,
266982,6/22/1973,M,5,,
267327,6/22/1973,F,3,,
269063,6/23/1973,M,3,,
274363,6/28/1973,M,1,,
267169,7/2/1973,M,8,,
269794,7/3/1973,F,10,,
267637,7/4/1973,F,4,,
267432,7/5/1973,F,5,,
267116,7/7/1973,F,7,,
266815,7/8/1973,F,4,,
273719,7/16/1973,M,9,,
270923,7/16/1973,F,2,,
271888,7/17/1973,F,5,,
273455,7/17/1973,M,8,,
267301,7/19/1973,F,2,,
271327,7/20/1973,F,3,,
271341,7/22/1973,M,10,,
274866,7/23/1973,F,2,,
272371,7/28/1973,M,5,,
269172,7/28/1973,F,4,,
268681,7/29/1973,M,8,,
271856,8/2/1973,F,7,,
267309,8/4/1973,F,1,,
268585,8/5/1973,F,4,,
272487,8/6/1973,F,9,,
268328,8/6/1973,F,7,,
268337,8/8/1973,M,10,,
269779,8/12/1973,M,7,,
272459,8/13/1973,F,4,,
268924,8/16/1973,F,3,,
270573,8/20/1973,F,1,,
272809,8/20/1973,M,7,,
274788,8/22/1973,M,2,,
272716,8/23/1973,M,4,,
273053,8/23/1973,F,5,,
271279,8/24/1973,M,3,,
272170,8/25/1973,F,5,,
267214,8/25/1973,F,6,,
267226,8/26/1973,M,2,,
268366,9/1/1973,F,9,,
267126,9/2/1973,M,8,,
267696,9/3/1973,F,8,,
272720,9/3/1973,F,2,,
269088,9/5/1973,M,8,,
271929,9/5/1973,F,6,,
269361,9/7/1973,F,10,,
269282,9/10/1973,M,2,,
272741,9/11/1973,F,7,,
275210,9/13/1973,M,2,,
273498,9/13/1973,M,10,,
271755,9/15/1973,F,2,,
270874,9/17/1973,M,9,,
272813,9/17/1973,M,7,,
271340,9/21/1973,M,3,,
274384,9/22/1973,M,7,,
274325,9/23/1973,F,8,,
274226,9/23/1973,F,10,,
